Emp-ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome (km),Education Level ,Gender,JobInvolvement,JobInvolvement  Level,JobPosition,JobPosition Level,JobRole,JobSatisfaction,JobSatisfaction Level, MonthlyIncome ,OverTime,PerformanceRating,PerformanceRating Level,TrainingTimesLastYear,TraningLevel,WorkLifeBalance,WorkLifeBalance Level,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Date Of Joining,Exit Date,,,,,,,,,,,,,,,,,,,,,,,
Emp-745,37,Yes,Travel Rarely,Research & Development,11,Phd holder,Female,1,Low,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 47,770 ",No,2,Needs Improvement,2,Regular Training,1,Very Poor,1,0,0,05-10-2023,29-05-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-746,55,No,Travel Frequently,Research & Development,18,Phd holder,Male,3,High,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 63,850 ",Yes,2,Needs Improvement,3,Regular Training,3,Good,8,7,6,18-05-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-747,41,No,Non Travel,Research & Development,7,Post Graduate,Female,1,Low,5,Leadership,Research Director,3,High," ₹ 1,99,730 ",No,2,Needs Improvement,3,Regular Training,3,Good,21,16,5,01-04-2003,,,,,,,,,,,,,,,,,,,,,,,,
Emp-748,38,No,Travel Rarely,Sales,3,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 68,610 ",Yes,3,Meets Expectation,1,Basic Training,3,Good,1,0,0,11-08-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-749,26,Yes,Non Travel,Sales,29,Post Graduate,Male,1,Low,2,Junior Level,Sales Executive,1,Low," ₹ 49,690 ",No,2,Needs Improvement,6,Advanced Training,3,Good,2,2,2,18-05-2022,17-07-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-750,52,Yes,Travel Rarely,Sales,2,Phd holder,Female,1,Low,5,Leadership,Manager,4,Very High," ₹ 1,98,450 ",No,2,Needs Improvement,3,Regular Training,3,Good,32,14,6,07-03-1992,08-09-1999,,,,,,,,,,,,,,,,,,,,,,,
Emp-751,44,No,Travel Rarely,Sales,28,Phd holder,Female,4,Very High,4,Senior Level,Sales Executive,4,Very High," ₹ 1,33,200 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,12,11,11,11-06-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-752,50,No,Non Travel,Sales,1,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 63,470 ",No,3,Meets Expectation,3,Regular Training,3,Good,18,7,0,20-08-2006,,,,,,,,,,,,,,,,,,,,,,,,
Emp-753,36,Yes,Travel Rarely,Research & Development,16,Phd holder,Female,4,Very High,1,Entry Level,Laboratory Technician,1,Low," ₹ 27,430 ",No,3,Meets Expectation,1,Basic Training,3,Good,17,13,15,12-07-2007,05-06-2019,,,,,,,,,,,,,,,,,,,,,,,
Emp-754,39,No,Travel Frequently,Research & Development,22,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,1,Low," ₹ 1,08,800 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,21,6,2,16-07-2003,,,,,,,,,,,,,,,,,,,,,,,,
Emp-755,33,No,Non Travel,Sales,8,Post Graduate,Female,2,Moderate,1,Entry Level,Sales Representative,4,Very High," ₹ 23,420 ",No,2,Needs Improvement,2,Regular Training,2,Poor,2,2,2,25-07-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-756,45,No,Travel Rarely,Sales,11,Post Graduate,Female,3,High,4,Senior Level,Manager,4,Very High," ₹ 1,76,500 ",No,3,Meets Expectation,4,Advanced Training,4,Better,9,3,1,07-04-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-757,32,No,Non Travel,Research & Development,29,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 40,250 ",No,2,Needs Improvement,2,Regular Training,3,Good,8,7,7,03-06-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-758,34,No,Travel Rarely,Sales,1,Post Graduate,Male,4,Very High,2,Junior Level,Sales Executive,4,Very High," ₹ 97,250 ",No,5,Pure Talent,2,Regular Training,2,Poor,15,1,0,23-01-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-759,59,No,Travel Rarely,Sales,1,Post Graduate,Male,3,High,3,Mid Level,Manager,4,Very High," ₹ 1,19,040 ",Yes,3,Meets Expectation,1,Basic Training,1,Very Poor,6,4,0,07-01-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-760,45,No,Travel Rarely,Human Resources,24,Post Graduate,Male,3,High,1,Entry Level,Human Resources,2,Moderate," ₹ 21,770 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,6,3,0,23-10-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-761,53,No,Travel Frequently,Sales,2,Phd holder,Female,2,Moderate,3,Mid Level,Sales Executive,2,Moderate," ₹ 75,250 ",No,2,Needs Improvement,2,Regular Training,3,Good,15,7,6,15-03-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-762,36,Yes,Travel Rarely,Research & Development,15,Phd holder,Male,3,High,2,Junior Level,Laboratory Technician,3,High," ₹ 48,340 ",No,3,Meets Expectation,3,Regular Training,2,Poor,1,0,0,07-05-2023,26-12-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-763,26,Yes,Travel Frequently,Research & Development,2,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 20,420 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,3,2,1,18-08-2021,27-07-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-764,34,No,Travel Rarely,Sales,10,Phd holder,Female,3,High,1,Entry Level,Sales Representative,3,High," ₹ 22,200 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,1,1,0,04-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-765,28,No,Travel Rarely,Sales,10,Post Graduate,Male,3,High,1,Entry Level,Sales Representative,2,Moderate," ₹ 10,520 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,1,0,0,11-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-766,38,No,Travel Frequently,Research & Development,3,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 28,210 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,2,2,04-02-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-767,50,No,Travel Rarely,Research & Development,2,Post Graduate,Male,3,High,5,Leadership,Research Director,3,High," ₹ 1,92,370 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,8,1,7,25-03-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-768,37,No,Travel Rarely,Research & Development,3,Phd holder,Female,3,High,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 41,070 ",No,3,Meets Expectation,3,Regular Training,2,Poor,4,3,0,23-12-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-769,40,No,Travel Rarely,Sales,26,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 83,960 ",No,2,Needs Improvement,3,Regular Training,2,Poor,7,7,7,16-07-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-770,26,No,Travel Frequently,Research & Development,1,Post Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 20,070 ",No,2,Needs Improvement,5,Advanced Training,3,Good,5,3,1,25-10-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-771,46,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,5,Leadership,Research Director,4,Very High," ₹ 1,96,270 ",No,4,Exceeds Expectation,0,Basic Training,3,Good,2,2,2,19-12-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-772,54,No,Travel Rarely,Sales,2,Post Graduate,Female,2,Moderate,3,Mid Level,Sales Executive,3,High," ₹ 1,06,860 ",No,2,Needs Improvement,4,Advanced Training,3,Good,9,4,7,09-06-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-773,56,No,Travel Frequently,Research & Development,9,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,3,High," ₹ 29,420 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,5,4,0,13-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-774,36,No,Travel Rarely,Research & Development,12,Post Graduate,Female,2,Moderate,3,Mid Level,Manufacturing Director,4,Very High," ₹ 88,580 ",No,3,Meets Expectation,2,Regular Training,2,Poor,14,8,7,11-03-2010,,,,,,,,,,,,,,,,,,,,,,,,
Emp-775,55,No,Non Travel,Research & Development,2,Post Graduate,Male,2,Moderate,4,Senior Level,Manager,1,Low," ₹ 1,67,560 ",No,2,Needs Improvement,3,Regular Training,4,Better,9,7,6,16-04-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-776,43,No,Travel Rarely,Sales,25,Post Graduate,Male,2,Moderate,3,Mid Level,Sales Executive,4,Very High," ₹ 1,07,980 ",No,2,Needs Improvement,5,Advanced Training,3,Good,1,0,0,23-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-777,20,Yes,Travel Frequently,Sales,9,Under Graduate,Female,3,High,1,Entry Level,Sales Representative,4,Very High," ₹ 23,230 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,2,2,0,03-04-2022,22-11-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-778,21,Yes,Travel Rarely,Research & Development,10,Graduate,Female,2,Moderate,1,Entry Level,Laboratory Technician,1,Low," ₹ 14,160 ",No,3,Meets Expectation,6,Advanced Training,2,Poor,1,0,1,01-06-2023,24-02-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-779,46,No,Travel Rarely,Research & Development,8,Post Graduate,Female,2,Moderate,2,Junior Level,Research Scientist,1,Low," ₹ 46,150 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,16,13,1,11-07-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-780,51,Yes,Travel Rarely,Research & Development,4,Phd holder,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 24,610 ",Yes,4,Exceeds Expectation,2,Regular Training,4,Better,10,0,2,02-01-2014,08-01-2017,,,,,,,,,,,,,,,,,,,,,,,
Emp-781,28,Yes,Non Travel,Research & Development,24,Post Graduate,Male,2,Moderate,3,Mid Level,Healthcare Representative,1,Low," ₹ 87,220 ",No,2,Needs Improvement,2,Regular Training,2,Poor,10,7,1,19-02-2014,25-01-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-782,26,No,Travel Rarely,Research & Development,1,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,1,Low," ₹ 39,550 ",No,2,Needs Improvement,2,Regular Training,3,Good,5,3,1,13-07-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-783,30,No,Travel Rarely,Research & Development,20,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,1,Low," ₹ 99,570 ",No,3,Meets Expectation,1,Basic Training,2,Poor,6,2,0,19-05-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-784,41,No,Travel Rarely,Research & Development,7,Phd holder,Female,4,Very High,1,Entry Level,Research Scientist,3,High," ₹ 33,760 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,10,6,0,16-12-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-785,38,No,Travel Rarely,Research & Development,17,Post Graduate,Female,2,Moderate,3,Mid Level,Healthcare Representative,3,High," ₹ 88,230 ",No,2,Needs Improvement,4,Advanced Training,2,Poor,19,9,1,03-12-2005,,,,,,,,,,,,,,,,,,,,,,,,
Emp-786,40,No,Travel Rarely,Research & Development,20,Post Graduate,Male,3,High,3,Mid Level,Healthcare Representative,4,Very High," ₹ 1,03,220 ",No,3,Meets Expectation,6,Advanced Training,3,Good,11,10,11,17-04-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-787,27,No,Non Travel,Research & Development,8,Post Graduate,Male,1,Low,1,Entry Level,Laboratory Technician,3,High," ₹ 46,210 ",No,1,Unacceptable/PIP,4,Advanced Training,3,Good,3,2,1,05-01-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-788,55,No,Travel Frequently,Research & Development,2,Post Graduate,Male,3,High,3,Mid Level,Manufacturing Director,2,Moderate," ₹ 1,09,760 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,3,2,1,15-01-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-789,28,No,Travel Rarely,Research & Development,10,Phd holder,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 36,600 ",No,4,Exceeds Expectation,4,Advanced Training,4,Better,8,7,1,01-01-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-790,44,Yes,Travel Rarely,Human Resources,1,Post Graduate,Male,2,Moderate,3,Mid Level,Human Resources,1,Low," ₹ 1,04,820 ",No,3,Meets Expectation,1,Basic Training,3,Good,20,6,3,12-02-2004,29-06-2019,,,,,,,,,,,,,,,,,,,,,,,
Emp-791,33,No,Travel Rarely,Research & Development,5,Post Graduate,Male,2,Moderate,3,Mid Level,Healthcare Representative,4,Very High," ₹ 71,190 ",No,3,Meets Expectation,2,Regular Training,3,Good,3,2,1,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-792,35,Yes,Travel Rarely,Sales,4,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,1,Low," ₹ 95,820 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,8,7,4,24-10-2016,14-05-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-793,33,Yes,Travel Frequently,Research & Development,29,Post Graduate,Female,2,Moderate,2,Junior Level,Research Scientist,3,High," ₹ 45,080 ",No,2,Needs Improvement,4,Advanced Training,3,Good,13,7,3,02-09-2011,28-09-2013,,,,,,,,,,,,,,,,,,,,,,,
Emp-794,28,No,Travel Rarely,Research & Development,15,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 22,070 ",No,3,Meets Expectation,5,Advanced Training,2,Poor,4,2,2,11-03-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-795,34,No,Travel Frequently,Research & Development,3,Post Graduate,Male,3,High,2,Junior Level,Healthcare Representative,4,Very High," ₹ 77,560 ",No,4,Exceeds Expectation,1,Basic Training,2,Poor,6,2,0,25-08-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-796,37,No,Travel Rarely,Sales,10,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 66,940 ",Yes,2,Needs Improvement,5,Advanced Training,3,Good,1,0,0,05-09-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-797,25,Yes,Travel Rarely,Research & Development,4,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 36,910 ",Yes,3,Meets Expectation,3,Regular Training,4,Better,7,7,5,04-11-2017,20-03-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-798,26,Yes,Travel Rarely,Research & Development,21,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 23,770 ",No,4,Exceeds Expectation,0,Basic Training,2,Poor,1,1,0,06-09-2023,06-07-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-799,33,Yes,Travel Rarely,Research & Development,25,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 23,130 ",Yes,3,Meets Expectation,0,Basic Training,3,Good,2,2,2,08-12-2022,04-12-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-800,42,No,Travel Rarely,Research & Development,2,Phd holder,Male,3,High,4,Senior Level,Manager,1,Low," ₹ 1,76,650 ",No,2,Needs Improvement,3,Regular Training,3,Good,22,6,13,04-12-2002,,,,,,,,,,,,,,,,,,,,,,,,
Emp-801,28,Yes,Travel Frequently,Research & Development,1,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 25,960 ",No,2,Needs Improvement,2,Regular Training,3,Good,1,0,0,25-10-2023,28-08-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-802,50,Yes,Travel Frequently,Sales,1,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 47,280 ",Yes,4,Exceeds Expectation,4,Advanced Training,3,Good,0,0,0,08-10-2024,22-11-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-803,33,No,Travel Frequently,Sales,7,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 43,020 ",No,3,Meets Expectation,3,Regular Training,3,Good,3,2,0,12-11-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-804,34,No,Non Travel,Research & Development,3,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,4,Very High," ₹ 29,790 ",No,2,Needs Improvement,2,Regular Training,3,Good,0,0,0,07-01-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-805,48,No,Non Travel,Research & Development,1,Post Graduate,Male,4,Very High,4,Senior Level,Manager,4,Very High," ₹ 1,68,850 ",No,5,Pure Talent,3,Regular Training,2,Poor,5,4,2,24-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-806,45,No,Non Travel,Sales,9,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 55,930 ",No,3,Meets Expectation,2,Regular Training,3,Good,15,10,4,06-05-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-807,52,No,Travel Rarely,Research & Development,7,Post Graduate,Male,3,High,3,Mid Level,Healthcare Representative,2,Moderate," ₹ 1,04,450 ",No,3,Meets Expectation,4,Advanced Training,3,Good,8,6,4,18-09-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-808,38,No,Travel Rarely,Sales,10,Post Graduate,Male,2,Moderate,3,Mid Level,Sales Executive,3,High," ₹ 87,400 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,8,7,2,15-09-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-809,29,No,Travel Rarely,Research & Development,28,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 25,140 ",No,3,Meets Expectation,1,Basic Training,3,Good,7,5,1,01-02-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-810,28,No,Travel Rarely,Research & Development,3,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,2,Moderate," ₹ 76,550 ",No,3,Meets Expectation,3,Regular Training,2,Poor,9,7,1,13-12-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-811,46,No,Travel Rarely,Sales,3,Post Graduate,Male,3,High,4,Senior Level,Manager,3,High," ₹ 1,74,650 ",No,3,Meets Expectation,3,Regular Training,3,Good,12,9,4,02-02-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-812,38,No,Travel Rarely,Sales,2,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,2,Moderate," ₹ 73,510 ",No,3,Meets Expectation,2,Regular Training,3,Good,1,0,0,04-05-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-813,43,No,Travel Frequently,Research & Development,27,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,1,Low," ₹ 1,08,200 ",No,4,Exceeds Expectation,1,Basic Training,3,Good,8,7,0,23-11-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-814,39,Yes,Travel Frequently,Research & Development,2,Post Graduate,Male,3,High,4,Senior Level,Healthcare Representative,4,Very High," ₹ 1,21,690 ",No,2,Needs Improvement,4,Advanced Training,3,Good,18,7,11,08-09-2006,29-05-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-815,40,No,Travel Rarely,Research & Development,14,Phd holder,Male,2,Moderate,5,Leadership,Research Director,3,High," ₹ 1,96,260 ",No,2,Needs Improvement,2,Regular Training,4,Better,20,7,4,19-07-2004,,,,,,,,,,,,,,,,,,,,,,,,
Emp-816,21,No,Travel Rarely,Research & Development,1,Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 20,700 ",Yes,2,Needs Improvement,6,Advanced Training,4,Better,2,2,2,04-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-817,39,No,Non Travel,Research & Development,9,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,2,Moderate," ₹ 67,820 ",No,3,Meets Expectation,2,Regular Training,2,Poor,5,4,0,14-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-818,36,No,Non Travel,Research & Development,18,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,4,Very High," ₹ 77,790 ",No,3,Meets Expectation,0,Basic Training,3,Good,11,9,0,12-11-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-819,31,No,Travel Frequently,Sales,20,Post Graduate,Male,4,Very High,1,Entry Level,Sales Representative,4,Very High," ₹ 27,910 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,2,2,2,16-06-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-820,28,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 32,010 ",No,2,Needs Improvement,2,Regular Training,1,Very Poor,5,3,0,01-08-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-821,35,No,Travel Frequently,Sales,11,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 49,680 ",No,3,Meets Expectation,3,Regular Training,3,Good,5,2,0,17-04-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-822,49,No,Travel Rarely,Sales,8,Post Graduate,Male,2,Moderate,4,Senior Level,Sales Executive,2,Moderate," ₹ 1,31,200 ",No,2,Needs Improvement,3,Regular Training,3,Good,9,8,2,16-10-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-823,34,No,Travel Frequently,Research & Development,2,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,3,High," ₹ 40,330 ",No,3,Meets Expectation,3,Regular Training,2,Poor,3,2,0,08-05-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-824,29,No,Travel Frequently,Research & Development,10,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 32,910 ",No,4,Exceeds Expectation,2,Regular Training,2,Poor,7,5,1,23-09-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-825,42,No,Travel Rarely,Research & Development,29,Post Graduate,Male,1,Low,2,Junior Level,Laboratory Technician,4,Very High," ₹ 42,720 ",No,2,Needs Improvement,3,Regular Training,3,Good,1,0,0,09-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-826,29,No,Travel Rarely,Research & Development,8,Post Graduate,Male,2,Moderate,2,Junior Level,Manufacturing Director,4,Very High," ₹ 50,560 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,10,7,1,12-07-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-827,38,No,Travel Rarely,Human Resources,1,Post Graduate,Male,4,Very High,1,Entry Level,Human Resources,3,High," ₹ 28,440 ",No,2,Needs Improvement,2,Regular Training,4,Better,7,6,5,25-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-828,28,No,Travel Frequently,Research & Development,6,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 27,030 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,3,1,0,25-10-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-829,18,Yes,Non Travel,Research & Development,8,Under Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 19,040 ",No,3,Meets Expectation,0,Basic Training,3,Good,0,0,0,16-07-2024,10-10-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-830,33,Yes,Travel Rarely,Sales,9,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 82,240 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,2,0,03-09-2019,14-04-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-831,41,No,Travel Rarely,Research & Development,12,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 47,660 ",Yes,4,Exceeds Expectation,4,Advanced Training,3,Good,1,0,0,07-05-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-832,31,Yes,Travel Frequently,Research & Development,15,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 26,100 ",No,3,Meets Expectation,5,Advanced Training,2,Poor,2,2,2,14-05-2022,28-03-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-833,37,No,Travel Rarely,Research & Development,25,Post Graduate,Female,2,Moderate,2,Junior Level,Healthcare Representative,4,Very High," ₹ 57,310 ",No,2,Needs Improvement,2,Regular Training,3,Good,6,2,1,07-03-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-834,27,No,Travel Rarely,Research & Development,6,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 25,390 ",No,2,Needs Improvement,0,Basic Training,3,Good,4,2,2,13-06-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-835,34,No,Travel Rarely,Sales,9,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 57,140 ",No,4,Exceeds Expectation,3,Regular Training,2,Poor,6,5,1,02-12-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-836,35,No,Travel Rarely,Human Resources,8,Post Graduate,Male,3,High,1,Entry Level,Human Resources,3,High," ₹ 43,230 ",No,3,Meets Expectation,2,Regular Training,1,Very Poor,5,4,1,05-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-837,29,Yes,Travel Rarely,Sales,23,Phd holder,Female,2,Moderate,3,Mid Level,Sales Executive,1,Low," ₹ 73,360 ",No,2,Needs Improvement,3,Regular Training,1,Very Poor,11,8,3,21-01-2013,02-10-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-838,40,No,Travel Frequently,Research & Development,9,Post Graduate,Female,3,High,3,Mid Level,Research Director,3,High," ₹ 1,34,990 ",No,3,Meets Expectation,3,Regular Training,2,Poor,18,7,2,03-06-2006,,,,,,,,,,,,,,,,,,,,,,,,
Emp-839,42,Yes,Travel Frequently,Sales,12,Post Graduate,Male,3,High,4,Senior Level,Sales Executive,1,Low," ₹ 1,37,580 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,21,9,13,18-01-2003,23-01-2019,,,,,,,,,,,,,,,,,,,,,,,
Emp-840,42,No,Travel Rarely,Sales,4,Phd holder,Male,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 51,550 ",No,4,Exceeds Expectation,3,Regular Training,4,Better,6,4,1,14-07-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-841,35,No,Travel Rarely,Research & Development,1,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 22,580 ",No,2,Needs Improvement,2,Regular Training,3,Good,8,0,1,23-02-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-842,24,No,Travel Rarely,Research & Development,24,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 35,970 ",No,3,Meets Expectation,2,Regular Training,3,Good,4,3,1,01-04-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-843,28,Yes,Travel Rarely,Research & Development,12,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 25,150 ",Yes,3,Meets Expectation,4,Advanced Training,2,Poor,1,1,0,18-10-2023,21-06-2024,,,,,,,,,,,,,,,,,,,,,,,
